	CHANNEL	AIR_DATE	TIME	DURATION	REF_ID	TITLE	EVENT_NAT_DEF
21549	J2	2019-11-08	27:35:25	3	BANA004910	INDIRECT AD	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21550	J2	2019-11-08	27:35:28	10	BANA002002	LANG ANN(IN CANT/PTH)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21551	TVBNews	2019-11-08	27:44:28	20	T18721	TRAVEL EXPERT-PHL-COSTA TAIWAN	Commercial
21552	TVBNews	2019-11-08	27:44:48	10	M27429	MA SAI LEUNG TONG BOUWAIDAN	Commercial
21553	TVBNews	2019-11-08	27:44:58	15	A10228	ACCOLADE CONSULTANTS LTD	Commercial
21554	TVBNews	2019-11-08	27:45:13	5	CIM0003103	TVB NEWS IMAGE	Promo
21555	TVBNews	2019-11-08	27:45:18	20	JUD9805453	PORTUGUESE AR W-&=A	Promo
21556	TVBNews	2019-11-08	27:45:38	20	AUD1160451	PARKVIEW:CYCLE(233=&A	Promo
21557	TVBNews	2019-11-08	27:45:58	20	JUDA866461	WHERE WILD(MON213(C(A	Promo
21558	TVBNews	2019-11-08	27:46:18	10	CGNA050391	CCBANK:LOOK AT GBA	Promo
21559	TVBFIN	2019-11-08	27:47:36	20	JUD9960453	YUMMY HUNTERS-&=A	Promo
21560	TVBFIN	2019-11-08	27:47:56	30	S19664	SWD-EXPANSION OF GUANGDONG     SW 101	API / GIS
21561	TVBFIN	2019-11-08	27:48:26	20	AUD1101945	DOLCE VITA(2330-=A	Promo
21562	J2	2019-11-08	27:48:54	20	BUD0072943	PET WONDER(SAT1930=A	Promo
21563	J2	2019-11-08	27:49:14	30	S19664	SWD-EXPANSION OF GUANGDONG     SW 101	API / GIS
21564	TVBNews	2019-11-08	27:56:30	20	E07623	EVERBRIGHT SUN HUNG KAI ##MAYANNE	Commercial
21565	TVBNews	2019-11-08	27:56:50	30	M23546	MIRAMAR TRAVEL	Commercial
21566	TVBNews	2019-11-08	27:57:20	15	E07610	ELEPHANT CLUB	Commercial
21567	TVBNews	2019-11-08	27:57:35	20	JUD9960453	YUMMY HUNTERS-&=A	Promo
21568	TVBNews	2019-11-08	27:57:55	105	AIM0014451	2020 FIN PROG-=A	Promo
21569	TVBNews	2019-11-08	27:59:40	10	CGNA016331	BOC:INT'L NEWS FILE	Promo
21570	TVBNews	2019-11-08	27:59:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21571	J2	2019-11-08	28:01:44	10	BGN0825943	ORGANIZED(CJ)2100=A	Promo
21572	J2	2019-11-08	28:01:54	40	JUD9978452	HCL PILL:DOD(TR1-&=A	Promo
21573	TVBFIN	2019-11-08	28:04:44	20	JUD9886455	FINDING VOICE-&=A	Promo
21574	TVBFIN	2019-11-08	28:05:04	30	D09273	DH-ELDERLY HEALTH CARE(HA YU)  MD 320	API / GIS
21575	TVBFIN	2019-11-08	28:05:34	20	JLH2348005	TVB GALA(REHERSAL-&=A	Promo
21576	J2	2019-11-08	28:14:38	20	BUDA281436	OFF THE GRID(SAT2030=A	Promo
21577	J2	2019-11-08	28:14:58	30	D09273	DH-ELDERLY HEALTH CARE(HA YU)  MD 320	API / GIS
21578	TVBFIN	2019-11-08	28:16:46	20	JUD9696945	SKIN BIOTICS:FUN AB&=A	Promo
21579	TVBFIN	2019-11-08	28:17:06	10	JUD9719455	ON THE RECORD(11-=M	Promo
21580	TVBNews	2019-11-08	28:17:12	20	P16973	PROMISE FINANCE #PAN	Commercial
21581	TVBFIN	2019-11-08	28:17:16	30	JLH9933455	KONEW:WOND(CONVERT-&=A	Promo
21582	TVBNews	2019-11-08	28:17:32	10	M31599	MA SAI L.TONG WOOD LOK OIL-WATSON	Commercial
21583	TVBNews	2019-11-08	28:17:42	30	JCP0366421	ANN DRAMA CP-&=A	Promo
21584	TVBNews	2019-11-08	28:18:12	20	JUDA826461	THE BRAVE(MON223(C	Promo
21585	TVBNews	2019-11-08	28:18:32	10	AGN0950405	CH.UNICOM:FIN NEW(22-=	Promo
21586	TVBNews	2019-11-08	28:18:42	10	BUDA412457	HORSE-SINGAPORE(1355=	Promo
21587	TVBNews	2019-11-08	28:18:52	20	JGNA812012	AMERICA GOT(SATSUN(C(A	Promo
21588	TVBNews	2019-11-08	28:19:12	20	AUD1029846	VITAL LIFELINE(203-=A	Promo
21589	TVBNews	2019-11-08	28:19:32	10	CGNA048431	SHK:50YRS FIN FILES	Promo
21590	TVBNews	2019-11-08	28:19:42	30	D09273	DH-ELDERLY HEALTH CARE(HA YU)  MD 320	API / GIS
21591	TVBNews	2019-11-08	28:26:00	15	W16047	WAI YUEN TONG-YEUNG YUM PILLS	Commercial
21592	TVBNews	2019-11-08	28:26:15	20	JUDA867462	ORI:ISLAND(TUE213(C(A	Promo
21593	TVBNews	2019-11-08	28:26:35	30	AGN1231454	FOOD DELI(193-&=A	Promo
21594	TVBNews	2019-11-08	28:27:05	15	W16276	WAI YUEN TONG-MONKEY POWDER	Commercial
21595	TVBNews	2019-11-08	28:27:20	20	BUDA422001	GOURMET(THU 1930=A	Promo
21596	TVBNews	2019-11-08	28:27:40	10	AGN1201341	WELL LINK:STOCK INDEX=	Promo
21597	TVBNews	2019-11-08	28:27:50	80	JIM0234031	52 ANN(X22-30-&=	Promo
21598	J2	2019-11-08	28:28:19	20	BUDA327436	LAW OF JUNGLE(SAT210=A	Promo
21599	J2	2019-11-08	28:28:39	30	JLH2348452	TVB GALA(DO+LIZA-&=A	Promo
21600	TVBFIN	2019-11-08	28:28:52	10	GDP	TVB FINANCIAL NEWS	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21601	TVBFIN	2019-11-08	28:29:02	15	JUD9279454	NEWS MAG-=	Promo
21602	TVBNews	2019-11-08	28:29:10	10	CGNA015011	RICHFIELD:NEWS FILE	Promo
21603	TVBFIN	2019-11-08	28:29:17	20	JUD0115745	JSG-A	Promo
21604	TVBNews	2019-11-08	28:29:20	30	C21702	CIVIL AVIATION-SAFETY AIRCRAFT AV 1	API / GIS
21605	TVBFIN	2019-11-08	28:29:37	15	AGN1231001	FOOD DELI(193-&=A	Promo
21606	TVBNews	2019-11-08	28:29:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21607	TVBFIN	2019-11-08	28:29:52	10	AID0001210	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21608	TVBFIN	2019-11-08	28:32:30	10	GDP	CHINA UNICOM PRESENTS:FINANCE AT 10	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21609	TVBNews	2019-11-08	28:32:30	20	T18623	TRAVEL EXPERT-PHL-AURORA	Commercial
21610	TVBFIN	2019-11-08	28:32:40	105	AIM0014451	2020 FIN PROG-=A	Promo
21611	TVBNews	2019-11-08	28:32:50	15	E07674	ELEPHANT CLUB	Commercial
21612	TVBNews	2019-11-08	28:33:05	30	JLH2348452	TVB GALA(DO+LIZA-&=A	Promo
21613	TVBNews	2019-11-08	28:33:35	20	JUDA860463	LOVING:OZON(WED213(C(A	Promo
21614	TVBNews	2019-11-08	28:33:55	20	AGN1208001	FIGHTING MMA(24-&=A	Promo
21615	TVBNews	2019-11-08	28:34:15	15	CGNA008140	EASYONE:NEWS WATCH ENG	Promo
21616	TVBFIN	2019-11-08	28:34:25	30	C21702	CIVIL AVIATION-SAFETY AIRCRAFT AV 1	API / GIS
21617	TVBFIN	2019-11-08	28:34:55	15	JUD9988455	BILLION PROP:LO&BE-&=A	Promo
21618	TVBFIN	2019-11-08	28:35:10	15	AID0001215	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21619	J2	2019-11-08	28:43:03	20	BUD1001421	ENCOURAGEMENT(SAT2420A	Promo
21620	J2	2019-11-08	28:43:23	30	C21702	CIVIL AVIATION-SAFETY AIRCRAFT AV 1	API / GIS
21621	TVBNews	2019-11-08	28:44:22	30	K07991	KUONI TRAVEL-SWISS & ENGLAND	Commercial
21622	TVBNews	2019-11-08	28:44:52	30	JLH9844454	LEGEND PHOENIX(LAI-&=A	Promo
21623	TVBNews	2019-11-08	28:45:22	20	BUD0668942	SWEET:RUNNINGM(CJ)21=A	Promo
21624	TVBNews	2019-11-08	28:45:42	30	AGN1185453	INSIDE STORM II(193-=A	Promo
21625	TVBNews	2019-11-08	28:46:12	10	CGNA022261	GLORY:SZ-HK-SH 095,152	Promo
21626	TVBFIN	2019-11-08	28:51:30	60	JIM0361451	PROG PRESENT(DRAMA-&=A	Promo
21627	J2	2019-11-08	28:56:12	20	BUDA422001	GOURMET(THU 1930=A	Promo
21628	J2	2019-11-08	28:56:32	30	AGN1069454	LEADER(2030-&=A	Promo
21629	TVBNews	2019-11-08	28:57:00	30	U04018	UNITED ASIA FINANCE-I5	Commercial
21630	TVBNews	2019-11-08	28:57:30	10	H17237	HKHCL-ZHUI FENG H.L.PILL-MANN/WAT	Commercial
21631	TVBNews	2019-11-08	28:57:40	10	CGNA045266	HKFI:WELLNESS EXPRESS	Promo
21632	TVBNews	2019-11-08	28:57:50	20	JLHA868474	ANNI:EARTH(21 NOV(C(A	Promo
21633	TVBNews	2019-11-08	28:58:10	30	AGN1069454	LEADER(2030-&=A	Promo
21634	TVBFIN	2019-11-08	28:58:40	60	JLH9844445	LEGEND PHOENIX	Promo
21635	TVBNews	2019-11-08	28:58:40	60	JIM0361451	PROG PRESENT(DRAMA-&=A	Promo
21636	TVBNews	2019-11-08	28:59:40	10	CGNA044214	SOCIETE:ECONOMICS	Promo
21637	TVBNews	2019-11-08	28:59:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21638	J2	2019-11-08	29:08:12	10	GDP	COOK EAT CHINA	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21639	J2	2019-11-08	29:08:22	20	BUDA386431	KUONI:HIP-SCAN(203=A	Promo
21640	J2	2019-11-08	29:08:42	10	BGNA420456	SUSPICION(SAT 2215A	Promo
21641	TVBNews	2019-11-08	29:08:42	20	P16972	PROMISE FINANCE #CFO	Commercial
21642	J2	2019-11-08	29:08:52	20	JUD9696945	SKIN BIOTICS:FUN AB&=A	Promo
21643	TVBNews	2019-11-08	29:09:02	10	CGNA016331	BOC:INT'L NEWS FILE	Promo
21644	J2	2019-11-08	29:09:12	5	BIDA001001	"STATION ID(5"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21645	TVBNews	2019-11-08	29:09:12	15	JLHA869001	ANNI:WOND(16 NOV(C(A(A	Promo
21646	J2	2019-11-08	29:09:17	3	BANA004910	INDIRECT AD	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21647	J2	2019-11-08	29:09:20	10	BANA002004	LANG ANN(IN CANT/ENG)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21648	TVBNews	2019-11-08	29:09:27	10	JUD9719455	ON THE RECORD(11-=M	Promo
21649	TVBNews	2019-11-08	29:09:37	30	AGN0722004	ROADLESS IV(183-=A	Promo
21650	TVBNews	2019-11-08	29:10:07	10	BGNA404422	BEAUTY WORK(TUE 1900=A	Promo
21651	TVBNews	2019-11-08	29:10:17	30	AUD1232452	MIRAIDANE(193-=A	Promo
21652	TVBNews	2019-11-08	29:10:47	15	JLHA869002	ANNI:WOND(16 NOV(C(A(B	Promo
21653	TVBNews	2019-11-08	29:11:02	10	CGNA026191	SHK:ALL ABOUT PROPERTY	Promo
21654	TVBFIN	2019-11-08	29:11:08	60	JLH9933451	KONEW:WONDER(TR1-&=A	Promo
21655	TVBNews	2019-11-08	29:11:12	30	O07171	OMBUDSMAN-POSITIVE COMPLAINT   OC 15	API / GIS
21656	TVBFIN	2019-11-08	29:12:08	30	O07171	OMBUDSMAN-POSITIVE COMPLAINT   OC 15	API / GIS
21657	J2	2019-11-08	29:21:23	30	BUD1012457	SOLITARY FIN(SUN2245A	Promo
21658	J2	2019-11-08	29:21:53	30	O07171	OMBUDSMAN-POSITIVE COMPLAINT   OC 15	API / GIS
21659	J2	2019-11-08	29:22:23	10	AGN0803002	IN BELLY CITY(183&-A	Promo
21660	TVBFIN	2019-11-08	29:22:25	10	GDP	JAPAN VIDEO TOPICS	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21661	TVBFIN	2019-11-08	29:22:35	20	JUD9484454	DO DID EAT-&=A	Promo
21662	TVBNews	2019-11-08	29:26:00	10	M32605	MIDLAND REALTY PR:A-CLOSER-BB	Commercial
21663	TVBNews	2019-11-08	29:26:10	80	CIM0003451	2020 INEWS IM	Promo
21664	TVBNews	2019-11-08	29:27:30	20	AUD1100945	KAMKOK:SPORT(203-&=A	Promo
21665	TVBNews	2019-11-08	29:27:50	10	BGN0421432	WORLD'S NO.1(CJ)2030=A	Promo
21666	TVBNews	2019-11-08	29:28:00	20	JUDA037456	WK:INDEPEND(SAT213(C(A	Promo
21667	TVBNews	2019-11-08	29:28:20	60	JLH9933451	KONEW:WONDER(TR1-&=A	Promo
21668	TVBFIN	2019-11-08	29:28:26	10	GDP	TVB FINANCIAL NEWS	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21669	TVBFIN	2019-11-08	29:28:36	20	JUD9701944	KAIPO:HOME FLAVORS-&=A	Promo
21670	TVBFIN	2019-11-08	29:28:56	20	JUD9743452	BL HOLIDAY:MOM-&=A	Promo
21671	TVBFIN	2019-11-08	29:29:16	15	CGNA008140	EASYONE:NEWS WATCH ENG	Promo
21672	TVBNews	2019-11-08	29:29:20	30	JLHA870471	DESIGN LH2(18 NOV(C(A	Promo
21673	TVBFIN	2019-11-08	29:29:31	20	JUD9804453	INSPIRING JOUR-&=A	Promo
21674	TVBNews	2019-11-08	29:29:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21675	TVBFIN	2019-11-08	29:29:51	10	AID0001210	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21676	TVBNews	2019-11-08	29:32:30	30	JLHA870471	DESIGN LH2(18 NOV(C(A	Promo
21677	TVBFIN	2019-11-08	29:32:31	10	GDP	WHAT IN THE WORLD (X)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21678	TVBFIN	2019-11-08	29:32:41	20	JUD9801945	LIZA'S ON LINE-&=A	Promo
21679	TVBNews	2019-11-08	29:33:00	20	JUDA865457	WK:ALLIED(SUN213(C(A	Promo
21680	TVBFIN	2019-11-08	29:33:01	20	JUD9929455	KONEW:MAN WHO KILL-&=A	Promo
21681	J2	2019-11-08	29:33:09	10	GDP	HAIKYU!! (II)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21682	J2	2019-11-08	29:33:19	10	BGNA281436	OFF THE GRID(SAT2030=A	Promo
21683	TVBNews	2019-11-08	29:33:20	10	BGNA255431	IWALKER II(M,TUE1930=A	Promo
21684	TVBFIN	2019-11-08	29:33:21	30	E07437	EPD-SUPPORT FOOD WISE EATERIES EP 189	API / GIS
21685	J2	2019-11-08	29:33:29	40	JUD9978452	HCL PILL:DOD(TR1-&=A	Promo
21686	TVBNews	2019-11-08	29:33:30	20	AUD1101945	DOLCE VITA(2330-=A	Promo
21687	TVBNews	2019-11-08	29:33:50	10	CGNA022261	GLORY:SZ-HK-SH 095,152	Promo
21688	TVBFIN	2019-11-08	29:33:51	40	JUD9978452	HCL PILL:DOD(TR1-&=A	Promo
21689	TVBNews	2019-11-08	29:34:00	30	E07437	EPD-SUPPORT FOOD WISE EATERIES EP 189	API / GIS
21690	J2	2019-11-08	29:34:09	10	BIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21691	J2	2019-11-08	29:34:19	3	BANA004910	INDIRECT AD	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21692	J2	2019-11-08	29:34:22	10	BANA002003	LANG ANN(IN CANT/JAP)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21693	TVBFIN	2019-11-08	29:34:31	30	JLH9844454	LEGEND PHOENIX(LAI-&=A	Promo
21694	TVBFIN	2019-11-08	29:35:01	10	AID0001210	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21695	TVBFIN	2019-11-08	29:35:11	3	AAN0005012	INDIRECT AD WARNING	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21696	TVBNews	2019-11-08	29:44:40	20	T18721	TRAVEL EXPERT-PHL-COSTA TAIWAN	Commercial
21697	TVBNews	2019-11-08	29:45:00	30	JCP0366421	ANN DRAMA CP-&=A	Promo
21698	TVBNews	2019-11-08	29:45:30	20	BUDA386431	KUONI:HIP-SCAN(203=A	Promo
21699	TVBNews	2019-11-08	29:45:50	20	JUDA866461	WHERE WILD(MON213(C(A	Promo
21700	TVBNews	2019-11-08	29:46:10	20	AUD1160451	PARKVIEW:CYCLE(233=&A	Promo
21701	TVBNews	2019-11-08	29:46:30	10	CGNA050391	CCBANK:LOOK AT GBA	Promo
21702	J2	2019-11-08	29:46:38	10	BGNA255431	IWALKER II(M,TUE1930=A	Promo
21703	J2	2019-11-08	29:46:48	30	E07437	EPD-SUPPORT FOOD WISE EATERIES EP 189	API / GIS
21704	J2	2019-11-08	29:47:18	60	BCPA356451	2020 DRAMA CP(A	Promo
21705	TVBFIN	2019-11-08	29:48:37	20	AGN1208001	FIGHTING MMA(24-&=A	Promo
21706	TVBFIN	2019-11-08	29:48:57	20	JGNA147373	HOUR POWER(SAT/RESUN(C	Promo
21707	TVBNews	2019-11-08	29:57:00	5	CIM0003103	TVB NEWS IMAGE	Promo
21708	TVBNews	2019-11-08	29:57:05	30	JLH2348452	TVB GALA(DO+LIZA-&=A	Promo
21709	TVBNews	2019-11-08	29:57:35	30	JIMA860001	LOVING EARTH(C	Promo
21710	TVBNews	2019-11-08	29:58:05	15	AGN1043001	CENTA:PROP EX(S,S(-=A	Promo
21711	TVBNews	2019-11-08	29:58:20	20	BUD0825943	ORGANIZED(CJ)2100=A	Promo
21712	TVBNews	2019-11-08	29:58:40	20	JUDA826461	THE BRAVE(MON223(C	Promo
21713	TVBNews	2019-11-08	29:59:00	20	AUD1029846	VITAL LIFELINE(203-=A	Promo
21714	TVBNews	2019-11-08	29:59:20	20	JED0234022	ANN(4 BEST ACTOR-&=A	Promo
21715	TVBNews	2019-11-08	29:59:40	10	CGNA044214	SOCIETE:ECONOMICS	Promo
21716	TVBNews	2019-11-08	29:59:50	10	CIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21717	J2	2019-11-09	06:00:01	10	GDP	WAROTENKA	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21718	TVBFIN	2019-11-09	06:00:03	10	GDP	EATING WITH WISDOM	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21719	J2	2019-11-09	06:00:11	10	BGTA297944	TV CHAMPION III(1835A	Promo
21720	TVBFIN	2019-11-09	06:00:13	30	JLH9933453	KONEW:WONDER(ANNOU-&=A	Promo
21721	J2	2019-11-09	06:00:21	20	JUDA865457	WK:ALLIED(SUN213(C(A	Promo
21722	J2	2019-11-09	06:00:41	15	N10325	NEW ROMANCE OF T.THREE KINGDOM	Commercial
21723	TVBFIN	2019-11-09	06:00:43	15	C22849	CHINESE ESSENCE HAIR CARE	Commercial
21724	J2	2019-11-09	06:00:56	5	K05727	KAWAI CA	Commercial
21725	TVBFIN	2019-11-09	06:00:58	30	L09180	LD-ELIMINATING AGE DISCRIMINAT LD 209	API / GIS
21726	J2	2019-11-09	06:01:01	10	BGN0668942	SWEET:RUNNINGM(CJ)21=A	Promo
21727	J2	2019-11-09	06:01:11	20	JTD9805456	PORTUGUESE AR W-&=A	Promo
21728	TVBFIN	2019-11-09	06:01:28	30	AGNA100001	JENFORT:INCRED(193-&=A	Promo
21729	J2	2019-11-09	06:01:31	10	BIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21730	J2	2019-11-09	06:01:41	3	BANA004910	INDIRECT AD	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21731	J2	2019-11-09	06:01:44	10	BANA002003	LANG ANN(IN CANT/JAP)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21732	TVBFIN	2019-11-09	06:01:58	5	J04238	JENFORT SP:GEMS B.B.	Commercial Tag on
21733	TVBFIN	2019-11-09	06:02:03	10	CGNA052426	TAISHAN:CARING ELDERLY	Promo
21734	TVBFIN	2019-11-09	06:02:13	15	AID0001215	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21735	TVBNews	2019-11-09	06:12:30	30	P16931	PUBLIC BANK #MORTGAGE	Commercial
21736	TVBNews	2019-11-09	06:13:00	30	H17454	HITACHI REFRIGERATOR	Commercial
21737	TVBNews	2019-11-09	06:13:30	20	JTD9696945	SKIN BIOTICS:FUN AB&=A	Promo
21738	TVBNews	2019-11-09	06:13:50	20	AUD1029846	VITAL LIFELINE(203-=A	Promo
21739	TVBFIN	2019-11-09	06:13:53	20	JUD9886455	FINDING VOICE-&=A	Promo
21740	TVBNews	2019-11-09	06:14:10	20	JED0234015	ANN ED(WONDER W-&=A	Promo
21741	TVBFIN	2019-11-09	06:14:13	5	K05734	KYUSHIN	Commercial
21742	TVBFIN	2019-11-09	06:14:18	10	H17387	HAITONG INT'L SECURITIES PROMO	Commercial
21743	TVBFIN	2019-11-09	06:14:28	10	AGT1100019	KAMKOK:SP(SEG(2030-=	Promo
21744	TVBNews	2019-11-09	06:14:30	20	ATD1100945	KAMKOK:SPORT(203-&=A	Promo
21745	TVBFIN	2019-11-09	06:14:38	5	G07164	GOLDEN WORLD MOTOR SP:FILE B.B.	Commercial Tag on
21746	TVBNews	2019-11-09	06:14:50	10	CGNA015011	RICHFIELD:NEWS FILE	Promo
21747	TVBNews	2019-11-09	06:15:00	30	L09180	LD-ELIMINATING AGE DISCRIMINAT LD 209	API / GIS
21748	J2	2019-11-09	06:16:55	10	BGNA416457	GROWING UP(SUN1850A	Promo
21749	J2	2019-11-09	06:17:05	10	BGN1012457	SOLITARY FIN(SUN2245A	Promo
21750	J2	2019-11-09	06:17:15	5	K05727	KAWAI CA	Commercial
21751	J2	2019-11-09	06:17:20	15	N10325	NEW ROMANCE OF T.THREE KINGDOM	Commercial
21752	J2	2019-11-09	06:17:35	30	L09180	LD-ELIMINATING AGE DISCRIMINAT LD 209	API / GIS
21753	J2	2019-11-09	06:18:05	20	BUDA422001	GOURMET(THU 1930=A	Promo
21754	J2	2019-11-09	06:18:25	20	ATD1100945	KAMKOK:SPORT(203-&=A	Promo
21755	TVBFIN	2019-11-09	06:25:13	10	GDP	CURIOUS	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21756	TVBFIN	2019-11-09	06:25:23	15	AGN0984009	SUCCESS:TIPS(2130-=A	Promo
21757	TVBFIN	2019-11-09	06:25:38	5	S18742	SUCCESS SP:INVESTMENT-OP	Commercial Tag on
21758	TVBNews	2019-11-09	06:27:30	10	P16998	PRINCE J.& W SP:EARTH LIVE-B.B.	Commercial
21759	TVBNews	2019-11-09	06:27:40	20	A10555	ANLENE MILK POWDER	Commercial
21760	TVBNews	2019-11-09	06:28:00	30	U04018	UNITED ASIA FINANCE-I5	Commercial
21761	TVBNews	2019-11-09	06:28:30	20	JTDA037456	WK:INDEPEND(TD213(C(A	Promo
21762	TVBNews	2019-11-09	06:28:50	20	JUD9701944	KAIPO:HOME FLAVORS-&=A	Promo
21763	TVBNews	2019-11-09	06:29:10	10	AGN1201341	WELL LINK:STOCK INDEX=	Promo
21764	TVBNews	2019-11-09	06:29:20	10	JUD9719455	ON THE RECORD(11-=M	Promo
21765	TVBNews	2019-11-09	06:29:30	20	JGTA149006	AMERICA FUN(TD200(C(A	Promo
21766	TVBNews	2019-11-09	06:29:50	10	CGNA022261	GLORY:SZ-HK-SH 095,152	Promo
21767	TVBFIN	2019-11-09	06:30:23	10	GDP	WISE TIPS	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21768	TVBFIN	2019-11-09	06:30:33	20	JTD9566745	CHANLOYI:CANTOPOP-&A	Promo
21769	TVBFIN	2019-11-09	06:30:53	15	S19666	SHAMSHUIPO CELEBRATION-TVB WEEKLY	Commercial
21770	TVBFIN	2019-11-09	06:31:08	5	K05734	KYUSHIN	Commercial
21771	TVBFIN	2019-11-09	06:31:13	10	A10557	AMAZINGLIFE-MATTRESS	Commercial
21772	TVBFIN	2019-11-09	06:31:23	30	D09171	DH-COLORECTAL CANCER SCREENING MD 311	API / GIS
21773	TVBFIN	2019-11-09	06:31:53	20	AUD0981846	CENTA:CPROP(2130-=A	Promo
21774	TVBFIN	2019-11-09	06:32:13	5	C22545	CENTALINE SP:CLOSER LOOK B.B.	Commercial Tag on
21775	TVBFIN	2019-11-09	06:32:18	20	JUD9929455	KONEW:MAN WHO KILL-&=A	Promo
21776	TVBFIN	2019-11-09	06:32:38	15	AID0001215	FIN & INFO(ID	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21777	J2	2019-11-09	06:33:46	10	GDP	WILD DREAMER	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21778	J2	2019-11-09	06:33:56	10	BGTA327436	LAW OF JUNGLE(SAT210=A	Promo
21779	J2	2019-11-09	06:34:06	10	BGNA386431	KUONI:HIP-SCAN(203=A	Promo
21780	J2	2019-11-09	06:34:16	10	H17169	HIPP BABY MILK POWDER	Commercial
21781	J2	2019-11-09	06:34:26	15	S19666	SHAMSHUIPO CELEBRATION-TVB WEEKLY	Commercial
21782	J2	2019-11-09	06:34:41	5	K05727	KAWAI CA	Commercial
21783	J2	2019-11-09	06:34:46	10	H17279	HIPP BODY SKIN CARE	Commercial
21784	J2	2019-11-09	06:34:56	30	JGNA596357	OPEN U-KNOWLEDGE(09(C	Promo
21785	J2	2019-11-09	06:35:26	10	BIDA001002	"STATION ID(10"")"	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21786	J2	2019-11-09	06:35:36	3	BANA004910	INDIRECT AD	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21787	J2	2019-11-09	06:35:39	10	BANA002002	LANG ANN(IN CANT/PTH)	Station ID / Stay tune / Announcement / PG Warning / Station Opening / Station Closing / Test Pattern
21788	TVBNews	2019-11-09	06:38:23	20	A10555	ANLENE MILK POWDER	Commercial
21789	TVBNews	2019-11-09	06:38:43	15	W16276	WAI YUEN TONG-MONKEY POWDER	Commercial
21790	TVBNews	2019-11-09	06:38:58	30	K07739	KOWLOON BAY-INTERGATED AUTOMALL	Commercial
21791	TVBNews	2019-11-09	06:39:28	10	CGNA038351	BLESS TEA:MOBSERVATORY	Promo
21792	TVBNews	2019-11-09	06:39:38	20	ATD1101945	DOLCE VITA(2230-=A	Promo
